"Site","Building","Floor","Area","Description","Room Number","Room Barcode","Room Type","Cost Centre","Department"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","OBSERVATION ROOM","AEC00007","AEC00007","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","FREE FIELD TEST ROOM 2","AEC00008","AEC00008","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","SUB WAIT","AEC00009","AEC00009","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","OBS","AEC00010","AEC00010","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","AUDIO TEST BOOTH 2","AEC00011","AEC00011","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","AUDIO TEST BOOTH 1","AEC00012","AEC00012","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","INTERVIEW / FITTING 3","AEC00013","AEC00013","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","INTERVIEW / FITTING 2","AEC00014","AEC00014","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","INTERVIEW / FITTING 1","AEC00015","AEC00015","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","RECEPTION OPD CLINIC 08","AEC00016","AEC00016","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","CORRIDOR","AEC00018","AEC00018","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","WC","AEC00019","AEC00019","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","INTERVIEW / COUNSELLING","AEC00020","AEC00020","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","EAR MOULD ROOM","AEC00021","AEC00021","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","HEARING AID","AEC00022","AEC00022","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","ENV. DEP DEMO","AEC00023","AEC00023","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","OFFICE HEARING THERAPY","AEC00024","AEC00024","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","STORE","AEC00025","AEC00025","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEC","CUPBOARD ELECTRIC","AEC00026","AEC00026","Not Defined",,"OUTPATIENT CLINIC 8"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CORRIDOR CLINICAL CONTROL","AEA00001","AEA00001","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","TROLLEY BAY","AEA00002","AEA00002","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","LASER","AEA00003","AEA00003","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","LASER","AEA00004","AEA00004","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","LASER ULTRASOUND","AEA00005","AEA00005","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","ARTIFICIAL EYE FITTING","AEA00006","AEA00006","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","LASER","AEA00007","AEA00007","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","LASER","AEA00008","AEA00008","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","STORE","AEA00009","AEA00009","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE / COUNSELLING","AEA00010","AEA00010","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","RETINA FIELD ROOM","AEA00011","AEA00011","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","LASER","AEA00012","AEA00012","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OPTHALMIC PHOTO","AEA00013","AEA00013","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OPTHALMIC PHOTO","AEA00014","AEA00014","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OPTHALMIC PHOTO","AEA00015","AEA00015","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","WAITING","AEA00016","AEA00016","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CORRIDOR","AEA00017","AEA00017","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","STUDENTS ROOM","AEA00018","AEA00018","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE SISTERS","AEA00019","AEA00019","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CONSULT / EXAM","AEA00020","AEA00020","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE HEAD ORTHOPIST","AEA00021","AEA00021","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE ORTHOPTIC GENERAL","AEA00022","AEA00022","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE SENIOR ORTHOPIST","AEA00023","AEA00023","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE OPTOMETRY GENERAL","AEA00024","AEA00024","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE PRINCIPAL OPTOMETRIST","AEA00025","AEA00025","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE SENIOR OPTOMETRIST","AEA00026","AEA00026","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE JUNIOR DOCTORS","AEA00027","AEA00027","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","PHOTOCOPIER","AEA00028","AEA00028","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE CONSULTANT","AEA00029","AEA00029","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE CONSULTANT","AEA00030","AEA00030","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CORRIDOR","AEA00031","AEA00031","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE CONSULTANT","AEA00032","AEA00032","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE CONSULTANT","AEA00033","AEA00033","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE CONSULTANT","AEA00034","AEA00034","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE CONSULTANT","AEA00035","AEA00035","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE CONSULTANT","AEA00036","AEA00036","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE CONSULTANT","AEA00037","AEA00037","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE SECRETARY","AEA00038","AEA00038","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CUPBOARD CLEANER","AEA00039","AEA00039","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","WC STAFF","AEA00040","AEA00040","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","WC STAFF","AEA00041","AEA00041","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE SECRETARIES","AEA00042","AEA00042","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE SECRETARIES","AEA00043","AEA00043","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CUPBOARD ELECTRIC","AEA00044","AEA00044","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","SUB WAIT","AEA00045","AEA00045","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","REFRACTION BAY","AEA00046","AEA00046","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","REFRACTION BAY","AEA00047","AEA00047","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","REFRACTION BAY","AEA00048","AEA00048","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","FEMALE CHANGING ROOM","AEA00049","AEA00049","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CORRIDOR","AEA00050","AEA00050","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CORRIDOR","AEA00051","AEA00051","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CORNEAL TOPOGRAPHY","AEA00052","AEA00052","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","WORKBASE ALCOVE","AEA00053","AEA00053","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","INSTRUMENTS","AEA00054","AEA00054","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","REFRACTION BAY","AEA00055","AEA00055","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","REFRACTION BAY","AEA00056","AEA00056","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","REFRACTION BAY","AEA00057","AEA00057","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","SUB-WAITING","AEA00058","AEA00058","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CHILDS PLAY","AEA00059","AEA00059","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","UTILITY DIRTY","AEA00060","AEA00060","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","WORKBASE ALCOVE","AEA00061","AEA00061","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CORRIDOR","AEA00062","AEA00062","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","VISUAL FIELD","AEA00063","AEA00063","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","VIDEO ROOM","AEA00064","AEA00064","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","NEURO OPTHALMOLOGY","AEA00065","AEA00065","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","VISUAL FIELD","AEA00066","AEA00066","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","MULTIPLE ACTIVITIES","AEA00067","AEA00067","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","MULTIPLE ACTIVITIES","AEA00068","AEA00068","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","MULTIPLE ACTIVITIES","AEA00069","AEA00069","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","PAYBODY OPTICAL CENTRE","AEA00070","AEA00070","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","SUB-WAITING","AEA00071","AEA00071","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","RECEPTION OPD CLINIC 09","AEA00072","AEA00072","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","WORKSHOP TECHNICIANS","AEA00073","AEA00073","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CORRIDOR","AEA00074","AEA00074","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","MULTIPLE ACTIVITIES","AEA00075","AEA00075","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","STORE","AEA00076","AEA00076","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","WC","AEA00077","AEA00077","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00078","AEA00078","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00079","AEA00079","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","TREATMENT","AEA00080","AEA00080","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","SUB-WAITING","AEA00081","AEA00081","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CORRIDOR","AEA00082","AEA00082","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00083","AEA00083","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00084","AEA00084","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00085","AEA00085","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","SUB-WAITING","AEA00087","AEA00087","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","WC DISABLED","AEA00088","AEA00088","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00089","AEA00089","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00090","AEA00090","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CUPBOARD ELECTRIC","AEA00091","AEA00091","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","TREATMENT","AEA00092","AEA00092","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CORRIDOR","AEA00093","AEA00093","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00094","AEA00094","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00095","AEA00095","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00096","AEA00096","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","SUB-WAITING","AEA00097","AEA00097","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CUPBOARD CLEANER","AEA00098","AEA00098","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00099","AEA00099","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","PROCEDURES","AEA00100","AEA00100","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","TRIAGE","AEA00101","AEA00101","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CORRIDOR","AEA00102","AEA00102","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00103","AEA00103","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00104","AEA00104","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","TRIAGE","AEA00105","AEA00105","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","SUB-WAITING","AEA00106","AEA00106","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","DISPOSAL","AEA00107","AEA00107","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","STAFF ROOM","AEA00108","AEA00108","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","OFFICE WAITING UST","AEA00109","AEA00109","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CORRIDOR","AEA00110","AEA00110","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","INTERVIEW","AEA00111","AEA00111","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CORRIDOR","AEA00112","AEA00112","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","INTERVIEW / EXAM","AEA00113","AEA00113","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","BIOMETRY","AEA00114","AEA00114","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00115","AEA00115","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00116","AEA00116","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","TREATMENT","AEA00117","AEA00117","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","SUB-WAITING","AEA00118","AEA00118","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","STORE","AEA00119","AEA00119","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","RESUC TROLLEY BAY","AEA00120","AEA00120","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00121","AEA00121","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00122","AEA00122","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00123","AEA00123","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","TREATMENT","AEA00124","AEA00124","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00125","AEA00125","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","EXAM","AEA00126","AEA00126","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","WC","AEA00127","AEA00127","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","SUB WAIT","AEA00128","AEA00128","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEA","CORRIDOR","AEA00129","AEA00129","Not Defined",,"OUTPATIENT CLINIC 9"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","STORE","AEF00002","AEF00002","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","CUPBOARD CLEANER","AEF00003","AEF00003","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","CUBICLE 01","AEF00004","AEF00004","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","CUBICLE 02","AEF00005","AEF00005","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","CUBICLE 03","AEF00006","AEF00006","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","CUBICLE 04","AEF00007","AEF00007","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","CUBICLE 05","AEF00008","AEF00008","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","CUPBOARD ELECTRIC","AEF00009","AEF00009","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","RECOVERY","AEF00010","AEF00010","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","CUBICLE 12","AEF00011","AEF00011","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","CUBICLE 11","AEF00012","AEF00012","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","CUBICLE 10","AEF00013","AEF00013","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","CUBICLE 09","AEF00014","AEF00014","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","CUBICLE 08","AEF00015","AEF00015","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","CUBICLE 07","AEF00016","AEF00016","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","CUBICLE 06","AEF00017","AEF00017","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","CORRIDOR","AEF00018","AEF00018","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","OFFICE SUPERVISOR","AEF00019","AEF00019","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","RISER CUPBOARD E/B/2/G","AEF00021","AEF00021","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","RISER CUPBOARD M/B/6/G","AEF00022","AEF00022","Not Defined",,"PHLEBOTOMY"
"Walsgrave","GRD FLOOR CENTRAL","G","AEE","WAITING","AEE00048","AEE00048","Not Defined",,"OUTPATIENT DEPT MAIN WAITING"
"Walsgrave","GRD FLOOR CENTRAL","G","AEE","WAITING","AEE00049","AEE00049","Not Defined",,"OUTPATIENT DEPT MAIN WAITING"
"Walsgrave","GRD FLOOR CENTRAL","G","AEF","IT HUB 05","AEF00020","AEF00020","Not Defined",,"OUTPATIENT DEPT MAIN WAITING"
"Walsgrave","GRD FLOOR CENTRAL","G","AFG","WAIT","AFG00065","AFG00065","Not Defined",,"OUTPATIENT DEPT MAIN WAITING"
"Walsgrave","GRD FLOOR CENTRAL","G","AFH","WAITING MAIN","AFH00038","AFH00038","Not Defined",,"OUTPATIENT DEPT MAIN WAITING"
"Walsgrave","GRD FLOOR CENTRAL","G","AFH","WAITING","AFH00040","AFH00040","Not Defined",,"OUTPATIENT DEPT MAIN WAITING"
"Walsgrave","GRD FLOOR CENTRAL","G","AFH","CAFE","AFH00041","AFH00041","Not Defined",,"OUTPATIENT DEPT MAIN WAITING"
"Walsgrave","GRD FLOOR CENTRAL","G","AFH","MAIN GREET DESK","AFH00043","AFH00043","Not Defined",,"OUTPATIENT DEPT MAIN WAITING"
"Walsgrave","GRD FLOOR CENTRAL","G","AFG","WC MALE PUBLIC","AFG00054","AFG00054","Not Defined",,"OUTPATIENT CLINIC 3"
"Walsgrave","GRD FLOOR CENTRAL","G","AFG","CUPBOARD CLEANER","AFG00055","AFG00055","Not Defined",,"OUTPATIENT CLINIC 3"
"Walsgrave","GRD FLOOR CENTRAL","G","AFG","WC DISABLED & NAPPY CHANGE","AFG00056","AFG00056","Not Defined",,"OUTPATIENT CLINIC 3"
"Walsgrave","GRD FLOOR CENTRAL","G","AFG","WC DISABLED","AFG00057","AFG00057","Not Defined",,"OUTPATIENT CLINIC 3"
"Walsgrave","GRD FLOOR CENTRAL","G","AFG","CORRIDOR","AFG00058","AFG00058","Not Defined",,"OUTPATIENT CLINIC 3"
"Walsgrave","GRD FLOOR CENTRAL","G","AFG","HISTAMINE TREATMENT","AFG00059","AFG00059","Not Defined",,"OUTPATIENT CLINIC 3"
"Walsgrave","GRD FLOOR CENTRAL","G","AFG","RESPIRATORY FUNCTION","AFG00060","AFG00060","Not Defined",,"OUTPATIENT CLINIC 3"
"Walsgrave","GRD FLOOR CENTRAL","G","AFG","LUNG FUNCTION","AFG00061","AFG00061","Not Defined",,"OUTPATIENT CLINIC 3"
"Walsgrave","GRD FLOOR CENTRAL","G","AFG","EXERCISE","AFG00062","AFG00062","Not Defined",,"OUTPATIENT CLINIC 3"
